Journal Name,Sinta URL,P-ISSN,E-ISSN,Subject Area,Affiliation,Accreditation,Scopus Indexed,Garuda Indexed,Impact,H5-index,Citations 5yr,Citations,Website URL
IMAJI.,https://sinta.kemdiktisaintek.go.id/journals/profile/14979,1907-3097,2775-6033,General/Multidisciplinary,Institut Kesenian Jakarta,S4,No,Yes,"0,32",9,334.0,363.0,https://imaji.ikj.ac.id/index.php/IMAJI
"JEEMECS (Journal of Electrical Engineering, Mechatronic and Computer Science).",https://sinta.kemdiktisaintek.go.id/journals/profile/6427,2614-4859,2614-4867,Engineering & Computer Science,Universitas Merdeka Malang,S4,No,Yes,"0,32",11,369.0,512.0,http://jurnal.unmer.ac.id/index.php/jeemecs/index
Wave.,https://sinta.kemdiktisaintek.go.id/journals/profile/6264,1978-886X,2614-641X,General/Multidisciplinary,Badan Riset dan Inovasi Nasional,S4,No,Yes,"0,32",8,308.0,373.0,https://ejurnal.bppt.go.id/index.php/jurnalwave/index
Jurnal Bedah Hukum.,https://sinta.kemdiktisaintek.go.id/journals/profile/9449,2579-5228,2686-5327,Law,Universitas Boyolali,S4,No,Yes,"0,32",6,140.0,148.0,https://ejournal.uby.ac.id/index.php/jbh
Jurnal Psikologi Talenta.,https://sinta.kemdiktisaintek.go.id/journals/profile/7086,2460-8750,2615-1731,General/Multidisciplinary,Fakultas Psikologi Universitas Negeri Makassar,S4,No,Yes,"0,32",17,988.0,1.094,http://ojs.unm.ac.id/talenta/issue/archive
Jurnal Seni dan Reka Rancang: Jurnal Ilmiah Magister Desain.,https://sinta.kemdiktisaintek.go.id/journals/profile/9019,2654-4725,2656-6346,General/Multidisciplinary,Universitas Trisakti,S4,No,Yes,"0,31",14,675.0,700.0,https://www.trijurnal.lemlit.trisakti.ac.id/jsrr
Potensi,https://sinta.kemdiktisaintek.go.id/journals/profile/1934,2580-8133,2580-8133,Engineering,Politeknik Negeri Bandung,S4,No,Yes,"0,31",9,339.0,403.0,https://jurnal.polban.ac.id/index.php/potensi
Sainteks : Jurnal Sain dan Teknik.,https://sinta.kemdiktisaintek.go.id/journals/profile/8636,,2685-8304,Engineering & Computer Science,Universitas Insan Cendekia Mandiri,S4,No,Yes,"0,31",6,191.0,194.0,https://ejournal.uicm.ac.id/index.php/sainteks
Jurnal Riset Komunikasi: JRK,https://sinta.kemdiktisaintek.go.id/journals/profile/5476,2087-7463,2087-7463,Social Science & Humanities,Program Studi Ilmu Komunikasi,S4,No,No,"0,31",14,790.0,817.0,http://jurnal.untirta.ac.id/index.php/JRKom/
Media Komunikasi Dunia Ilmu Sipil.,https://sinta.kemdiktisaintek.go.id/journals/profile/11810,2714-9021,2714-9013,Social Science & Humanities,Universitas Veteran Bangun Nusantara,S4,No,Yes,"0,31",8,202.0,207.0,http://journal.univetbantara.ac.id/index.php/modulus
Dinamika Lingkungan Indonesia.,https://sinta.kemdiktisaintek.go.id/journals/profile/6088,2356-2226,2655-8114,General/Multidisciplinary,"Program Pascasarjana Ilmu Lingkungan, Universitas Riau",S4,No,Yes,"0,29",20,1.462,1.74,https://dli.ejournal.unri.ac.id/index.php/DL/
PRANALA.,https://sinta.kemdiktisaintek.go.id/journals/profile/11786,,2721-7817,Education,Universitas Lampung,S4,No,Yes,"0,29",6,192.0,217.0,http://jurnal.fkip.unila.ac.id/index.php/PRANALA
Matappa.,https://sinta.kemdiktisaintek.go.id/journals/profile/6698,2615-5273,2614-6673,Social Science & Humanities,STKIP Andi Matappa Pangkep,S4,No,Yes,"0,29",11,705.0,817.0,http://journal.stkip-andi-matappa.ac.id/index.php/matappa/issue/archive
Jurnal Ampere.,https://sinta.kemdiktisaintek.go.id/journals/profile/7947,2477-2755,2622-2981,General/Multidisciplinary,Universitas PGRI Palembang,S4,No,Yes,"0,29",16,1.005,1.116,https://jurnal.univpgri-palembang.ac.id/index.php/ampere
Idea : Jurnal Studi Jepang.,https://sinta.kemdiktisaintek.go.id/journals/profile/9671,,2657-1757,General/Multidisciplinary,Universitas Pakuan,S4,No,Yes,"0,29",6,175.0,178.0,https://journal.unpak.ac.id/index.php/Idea
Media Fisioterapi Politeknik Kesehatan Makassar.,https://sinta.kemdiktisaintek.go.id/journals/profile/15258,2086-5937,2715-7288,Health,Poltekkes Kemenkes Makassar,S4,No,Yes,"0,28",6,263.0,278.0,https://ojs3.poltekkes-mks.ac.id/index.php/medfisio/index
Educatione.,https://sinta.kemdiktisaintek.go.id/journals/profile/14216,,2986-2183,Education,CV Totus Tuus,S4,No,Yes,"0,28",4,49.0,53.0,https://iiesecore.com/ojs/index.php/educatione
Epsilon.,https://sinta.kemdiktisaintek.go.id/journals/profile/7966,1978-4422,2656-7660,Science,Universitas Lambung Mangkurat,S4,No,Yes,"0,28",7,293.0,366.0,http://ppjp.ulm.ac.id/journals/index.php/epsilon
Jurnal pemerintahan dan politik.,https://sinta.kemdiktisaintek.go.id/journals/profile/566,2502-0900,2502-2032,Economy,LP2MKPB Universitas Indo Global Mandiri,S4,No,Yes,"0,27",12,497.0,540.0,http://ejournal.uigm.ac.id/index.php/PDP
Jurnal smart keperawatan,https://sinta.kemdiktisaintek.go.id/journals/profile/4534,2301-6221,2502-5236,Health,STIKes Karya Husada Semarang,S4,No,Yes,"0,27",12,753.0,829.0,http://stikesyahoedsmg.ac.id/ojs/index.php/sjkp/issue/archive
ITEPA : Jurnal Ilmu dan Teknologi Pangan,https://sinta.kemdiktisaintek.go.id/journals/profile/7054,,2527-8010,General/Multidisciplinary,Universitas Udayana,S4,No,Yes,"0,30",28,3.701,4.125,https://ojs.unud.ac.id/index.php/itepa
Angelion.,https://sinta.kemdiktisaintek.go.id/journals/profile/11288,,2723-3324,Education,Sekolah Tinggi Teologi Berita Hidup,S4,No,Yes,"0,30",14,579.0,590.0,https://e-journal.sttberitahidup.ac.id/index.php/jan
Mediova.,https://sinta.kemdiktisaintek.go.id/journals/profile/14457,,2798-5334,Religion,IAIN Syaikh Abdurrahman Siddik Bangka Belitung,S4,No,Yes,"0,30",6,113.0,119.0,https://jurnal.lp2msasbabel.ac.id/index.php/MEDIO
Jurnal Bumigora Information Technology.,https://sinta.kemdiktisaintek.go.id/journals/profile/7956,2685-4066,2685-4066,General/Multidisciplinary,"Prodi Ilmu Komputer, Universitas Bumigora",S4,No,Yes,"0,30",14,867.0,891.0,https://journal.universitasbumigora.ac.id/index.php/bite
Tropical Plantation Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/14787,2828-1551,2828-1543,General/Multidisciplinary,Akademi Komunitas Perkebunan Yogyakarta,S4,No,Yes,"0,30",4,68.0,68.0,https://jurnal.akpy-stiper.id/index.php/tpj
Diskursus.,https://sinta.kemdiktisaintek.go.id/journals/profile/11577,2615-4935,2615-4943,Education,Universitas Indraprasta PGRI,S4,No,Yes,"0,30",17,1.139,1.199,https://journal.lppmunindra.ac.id/index.php/diskursus
Conservative Dentistry Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/10861,2087-1848,2722-8045,General/Multidisciplinary,Universitas Airlangga,S4,No,Yes,"0,30",10,360.0,380.0,https://e-journal.unair.ac.id/CDJ
Sriwijaya Journal of Medicine.,https://sinta.kemdiktisaintek.go.id/journals/profile/5945,,2622-3589,General/Multidisciplinary,Fakultas Kedokteran Universitas Sriwijaya,S4,No,Yes,"0,30",13,630.0,681.0,https://sjm-fk.ejournal.unsri.ac.id/index.php/UnsriMedJ/issue/archive
Magna Medika.,https://sinta.kemdiktisaintek.go.id/journals/profile/8574,2407-0505,2774-2318,Health,Universitas Muhammadiyah Semarang,S4,No,Yes,"0,30",14,665.0,750.0,https://jurnal.unimus.ac.id/index.php/APKKM
Jurnal ICT (Information Communication & Technology).,https://sinta.kemdiktisaintek.go.id/journals/profile/5834,2302-0261,2303-3363,General/Multidisciplinary,LPPM STMIK IKMI CIREBON,S4,No,Yes,"0,27",14,1.256,1.512,https://ejournal.ikmi.ac.id/index.php/jict-ikmi/issue/archive
"Lokabasa : jurnal kajian bahasa, sastra, dan budaya daerah serta pengajarannya",https://sinta.kemdiktisaintek.go.id/journals/profile/5580,2338-6193,2528-5904,General/Multidisciplinary,"Program Studi Pendidikan Bahasa Sunda, Universitas Pendidikan Indonesia bekerja sama dengan MGMP Basa Sunda Provinsi Jawa Barat",S4,No,Yes,"0,27",12,745.0,983.0,https://ejournal.upi.edu/index.php/lokabasa
Kesans.,https://sinta.kemdiktisaintek.go.id/journals/profile/15318,2808-7380,2808-7178,Health,Cv.Rifainstitut,S4,No,Yes,"0,27",8,517.0,522.0,http://kesans.rifainstitute.com/index.php/kesans
Biomedical Journal of Indonesia.,https://sinta.kemdiktisaintek.go.id/journals/profile/5059,2407-7097,2685-0184,Health,Fakultas Kedokteran Universitas Sriwijaya,S4,No,Yes,"0,27",11,511.0,547.0,https://bji-fk.ejournal.unsri.ac.id/index.php/bji
Bulletin of Geology,https://sinta.kemdiktisaintek.go.id/journals/profile/4678,2580-0752,2580-0752,General/Multidisciplinary,Institut Teknologi Bandung,S4,No,Yes,"0,27",5,124.0,135.0,https://buletingeologi.com/index.php/buletin-geologi
Competitor.,https://sinta.kemdiktisaintek.go.id/journals/profile/7397,2085-5389,2657-0734,Education,Universitas Negeri Makassar,S4,No,Yes,"0,27",12,795.0,959.0,https://ojs.unm.ac.id/competitor
International Journal of Scientific and Professional.,https://sinta.kemdiktisaintek.go.id/journals/profile/15196,,2829-2618,General/Multidisciplinary,Yayasan Rumah Ilmu Profesor,S4,No,Yes,"0,27",5,76.0,76.0,https://rumahprof.com/index.php/CHIPROF
Teknobiz.,https://sinta.kemdiktisaintek.go.id/journals/profile/5485,2088-5784,2620-9675,Engineering & Computer Science,Universitas Pancasila,S4,No,Yes,"0,27",10,484.0,525.0,http://journal.univpancasila.ac.id/index.php/teknobiz
Bionature.,https://sinta.kemdiktisaintek.go.id/journals/profile/5380,,2654-5160,General/Multidisciplinary,"Jurusan Biologi, FMIPA, Universitas Negeri Makassar",S4,No,Yes,"0,26",15,1.051,1.633,https://journal.unm.ac.id/index.php/bionature
Jurisma : Jurnal Riset Bisnis & Manajemen,https://sinta.kemdiktisaintek.go.id/journals/profile/5928,2086-0455,2338-929X,Economics & Business,"Program Studi Manajemen, Fakultas Ekonomi dan Bisnis, Universitas Komputer Indonesia",S4,No,Yes,"0,25",14,914.0,955.0,https://ojs.unikom.ac.id/index.php/jurisma/index
Worksheet.,https://sinta.kemdiktisaintek.go.id/journals/profile/14546,2808-8557,2808-8573,Economics & Business,Universitas Dharmawangsa,S4,No,Yes,"0,25",6,161.0,161.0,https://jurnal.dharmawangsa.ac.id/index.php/worksheet
Jurnal Ilmu Kesehatan Indonesia.,https://sinta.kemdiktisaintek.go.id/journals/profile/12994,,2722-4848,Health,Universitas Andalas,S4,No,Yes,"0,25",12,924.0,948.0,http://jikesi.fk.unand.ac.id/index.php/jikesi
Hang Tuah Medical Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/4812,1693-1238,2598-4861,General/Multidisciplinary,UNIVERSITAS HANG TUAH,S4,No,Yes,"0,24",11,604.0,657.0,https://journal-medical.hangtuah.ac.id/index.php/jurnal
Journal of Vocational Nursing.,https://sinta.kemdiktisaintek.go.id/journals/profile/10837,2775-0280,2722-7251,Health,Universitas Airlangga,S4,No,Yes,"0,24",7,242.0,250.0,https://e-journal.unair.ac.id/JoViN
Jurnal Saintis,https://sinta.kemdiktisaintek.go.id/journals/profile/7120,1410-7783,2580-7110,General/Multidisciplinary,Universitas Islam Riau,S4,No,Yes,"0,24",6,127.0,128.0,http://journal.uir.ac.id/index.php/saintis
Journal of Sustainable Development Science.,https://sinta.kemdiktisaintek.go.id/journals/profile/13039,2722-919X,2715-9140,Science,Universitas Dwijendra,S4,No,Yes,"0,24",6,153.0,158.0,http://ejournal.undwi.ac.id/index.php/jsds
Sport Gymnastics.,https://sinta.kemdiktisaintek.go.id/journals/profile/12583,,2746-055X,Education,Universitas Bengkulu,S4,No,Yes,"0,24",14,520.0,527.0,https://ejournal.unib.ac.id/index.php/gymnastics
Hearty.,https://sinta.kemdiktisaintek.go.id/journals/profile/5536,2338-7475,2620-7869,Health,Fakultas Ilmu Kesehatan Universtas Ibn Khaldun Bogor,S4,No,Yes,"0,23",21,1.323,1.39,http://ejournal.uika-bogor.ac.id/index.php/Hearty/index
Suluh Abdi.,https://sinta.kemdiktisaintek.go.id/journals/profile/15110,2685-9688,2827-816X,Social Science & Humanities,Universitas Muhammadiyah Palembang,S4,No,Yes,"0,23",12,1.143,1.173,https://jurnal.um-palembang.ac.id/suluh_abdi
Jurnal Gradasi Teknik Sipil.,https://sinta.kemdiktisaintek.go.id/journals/profile/4735,2598-9758,2598-8581,Engineering & Computer Science,Pusat Penelitian dan Pengabdian kepada Masyarakat (P3M) Politeknik Negeri Banjarmasin,S4,No,Yes,"0,26",3,40.0,40.0,http://ejurnal.poliban.ac.id/index.php/Teknik_Sipil/issue/archive
Lembaran Antropologi.,https://sinta.kemdiktisaintek.go.id/journals/profile/14822,2828-0962,2828-0954,General/Multidisciplinary,Universitas Gadjah Mada,S4,No,Yes,"0,26",5,67.0,67.0,https://jurnal.ugm.ac.id/v3/LA
IJPD (International Journal Of Public Devotion).,https://sinta.kemdiktisaintek.go.id/journals/profile/8303,2614-6762,2614-6746,General/Multidisciplinary,STKIP Singkawang,S4,No,Yes,"0,26",6,169.0,173.0,https://journal.stkipsingkawang.ac.id/index.php/IJPD
Indonesian Journal of Dentistry.,https://sinta.kemdiktisaintek.go.id/journals/profile/13294,2775-0159,2775-0159,General/Multidisciplinary,Universitas Muhammadiyah Semarang,S4,No,Yes,"0,26",6,157.0,157.0,https://jurnal.unimus.ac.id/index.php/IJD
Profit.,https://sinta.kemdiktisaintek.go.id/journals/profile/14938,2685-4309,2685-4309,Economy,Universitas Nurul Jadid,S4,No,Yes,"0,26",15,943.0,966.0,https://ejournal.unuja.ac.id/index.php/profit
Jurnal Perikanan dan Kelautan.,https://sinta.kemdiktisaintek.go.id/journals/profile/7390,0853-7607,2721-8902,Agriculture & Forestry,Universitas Riau,S4,No,Yes,"0,26",17,1.377,2.18,https://ejournal.unri.ac.id/index.php/JPK
"Explore: Jurnal Sistem Informasi dan Telematika (Telekomunikasi, Multimedia dan Informatika.",https://sinta.kemdiktisaintek.go.id/journals/profile/6584,2087-2062,2686-181X,Engineering & Computer Science,Universitas Bandar Lampung,S4,No,Yes,"0,25",15,766.0,1.006,http://jurnal.ubl.ac.id/index.php/explore
Parafrase,https://sinta.kemdiktisaintek.go.id/journals/profile/4116,0854-6126,2580-5886,Education,"Fakultas Ilmu Budaya, Universitas 17 Agustus 1945 Surabaya",S4,No,Yes,"0,25",11,586.0,724.0,http://jurnal.untag-sby.ac.id/index.php/parafrase/index
Jurnal Vokasi Mekanika.,https://sinta.kemdiktisaintek.go.id/journals/profile/10349,2656-1697,2656-2812,General/Multidisciplinary,Universitas Negeri Padang,S4,No,Yes,"0,25",12,609.0,632.0,http://vomek.ppj.unp.ac.id/index.php/vomek
School Education Journal PGSD FIP Unimed.,https://sinta.kemdiktisaintek.go.id/journals/profile/1905,2407-4926,2407-4926,Education,PPSD Department Prodi PGSD FIP UNIMED,S4,No,Yes,"0,21",21,1.733,1.986,http://jurnal.unimed.ac.id/2012/index.php/school/
Bali Dermatology and Venereology Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/7294,2622-5417,2715-694X,General/Multidisciplinary,Universitas Udayana,S4,No,Yes,"0,20",4,69.0,76.0,https://balidv.org/index.php/bdv
Agrikan.,https://sinta.kemdiktisaintek.go.id/journals/profile/3797,1979-6072,2621-0193,Agriculture,Universitas Muhammadiyah Maluku Utara,S4,No,Yes,"0,20",26,3.925,4.927,https://www.journals.sangia.org/AGRIKAN
CELEBES Agricultural.,https://sinta.kemdiktisaintek.go.id/journals/profile/15139,2723-7974,2723-7966,General/Multidisciplinary,Universitas Tompotika Luwuk,S4,No,Yes,"0,20",6,125.0,127.0,https://ojs.untika.ac.id/index.php/faperta
Jurnal Ilmu Keuangan dan Perbankan : JIKA,https://sinta.kemdiktisaintek.go.id/journals/profile/5008,2089-2845,2655-9234,Economics & Business,"Program Studi Keuangan dan Perbankan, Fakultas Ekonomi dan Bisnis, Universitas Komputer Indonesia",S4,No,Yes,"0,20",17,959.0,996.0,https://ojs.unikom.ac.id/index.php/jika
Plexus Medical Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/15223,2828-187x,2828-4801,General/Multidisciplinary,Universitas Sebelas Maret,S4,No,Yes,"0,20",9,222.0,225.0,https://journal.uns.ac.id/pmj
Jurnal Bahasa Inggris Terapan.,https://sinta.kemdiktisaintek.go.id/journals/profile/11752,2477-3352,2721-2890,General/Multidisciplinary,Politeknik Negeri Bandung,S4,No,Yes,"0,20",4,52.0,62.0,https://jurnal.polban.ac.id/ojs-3.1.2/inggris/index
Qanun.,https://sinta.kemdiktisaintek.go.id/journals/profile/13791,,2964-4690,Law,Asian Publisher,S4,No,Yes,"0,20",5,118.0,120.0,https://asianpublisher.id/journal/index.php/qanun
Jurnal Dunia Gizi.,https://sinta.kemdiktisaintek.go.id/journals/profile/7960,,2614-6479,General/Multidisciplinary,Institut Kesehatan Helvetia,S4,No,Yes,"0,20",17,965.0,1.089,http://ejournal.helvetia.ac.id/index.php/jdg
ARSHI veterinary letters,https://sinta.kemdiktisaintek.go.id/journals/profile/10913,,2581-2416,"Health, Agriculture",Institut Pertanian Bogor,S4,No,Yes,"0,20",7,361.0,391.0,https://journal.ipb.ac.id/index.php/arshivetlett
Simbiosa.,https://sinta.kemdiktisaintek.go.id/journals/profile/3311,2301-9417,2598-6007,"Science, Agriculture",Universitas Riau Kepulauan,S4,No,Yes,"0,23",11,516.0,595.0,https://www.journal.unrika.ac.id/index.php/simbiosajournal/index
Jurnal Iptek.,https://sinta.kemdiktisaintek.go.id/journals/profile/3672,1411-7010,2477-507X,"Science, Engineering","Lembaga Penelitian dan Pengabdian Masyarakat, Institut Teknologi Adhi Tama Surabaya (LPPM-ITATS)",S4,No,Yes,"0,23",18,1.566,2.01,https://ejurnal.itats.ac.id/iptek
Jurnal Pengabdian Pada Masyarakat Methabdi.,https://sinta.kemdiktisaintek.go.id/journals/profile/11589,2809-0616,2809-0616,Social Science & Humanities,Universitas Methodist Indonesia,S4,No,Yes,"0,22",7,359.0,375.0,https://ejurnal.methodist.ac.id/index.php/methabdi
International Journal of Offshore and Coastal Engineering,https://sinta.kemdiktisaintek.go.id/journals/profile/9313,,2580-0914,Engineering & Computer Science,Institut Teknologi Sepuluh Nopember Surabaya,S4,No,Yes,"0,22",4,76.0,80.0,https://journal.its.ac.id/index.php/ijoce
Entalpi Pendidikan Kimia.,https://sinta.kemdiktisaintek.go.id/journals/profile/12720,,2774-5171,Education,Universitas Negeri Padang,S4,No,Yes,"0,22",6,238.0,239.0,http://entalpipendidikan.ppj.unp.ac.id/index.php/epk
Jurnal IPA terpadu,https://sinta.kemdiktisaintek.go.id/journals/profile/5640,2597-8977,2597-8985,"Science, Education, Agriculture",Program Studi Pendidikan IPA,S4,No,Yes,"0,22",12,541.0,565.0,https://ojs.unm.ac.id/ipaterpadu
"Vitruvian : Jurnal Arsitektur, Bangunan, dan Lingkungan.",https://sinta.kemdiktisaintek.go.id/journals/profile/5518,2088-8201,2598-2982,Engineering & Computer Science,Universitas Mercu Buana,S4,No,Yes,"0,22",17,1.057,1.197,http://publikasi.mercubuana.ac.id/index.php/virtuvian/index
Green Medical Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/12236,,2686-6668,General/Multidisciplinary,Universitas Muslim Indonesia,S4,No,Yes,"0,21",6,139.0,151.0,https://greenmedicaljournal.umi.ac.id/index.php/gmj
Research In Chemical Engineering.,https://sinta.kemdiktisaintek.go.id/journals/profile/13937,,2829-4718,"Science, Engineering",Universitas Muhammadiyah Purwokerto,S4,No,Yes,"0,21",5,59.0,59.0,https://ejournal.ump.ac.id/rice
Agrotrop.,https://sinta.kemdiktisaintek.go.id/journals/profile/2385,2088-155X,2654-4008,Agriculture,Universitas Udayana,S4,No,Yes,"0,21",19,1.521,2.012,https://ojs.unud.ac.id/index.php/agrotrop
Edukimia,https://sinta.kemdiktisaintek.go.id/journals/profile/7409,,2502-6399,Science,Universitas Negeri Padang,S4,No,Yes,"0,19",13,956.0,1.038,http://edukimia.ppj.unp.ac.id/ojs/index.php/edukimia
Biologica Samudra.,https://sinta.kemdiktisaintek.go.id/journals/profile/11760,2715-078X,2715-1174,"Health, Science, Agriculture, Social",Universitas Samudra,S4,No,Yes,"0,18",14,569.0,588.0,https://ejurnalunsam.id/index.php/jbs
JIIP (Jurnal Ilmiah Ilmu Pendidikan).,https://sinta.kemdiktisaintek.go.id/journals/profile/6877,,2614-8854,Education,STKIP Yapis Dompu,S4,No,Yes,"0,18",44,12.976,13.089,http://jiip.stkipyapisdompu.ac.id/jiip/index.php/JIIP
"Jurnal ekonomi, bisnis dan manajemen.",https://sinta.kemdiktisaintek.go.id/journals/profile/7660,2477-6092,2620-3391,Economics & Business,Fakultas Ekonomi dan Bisnis Universitas Labuhanbatu,S4,No,Yes,"0,18",26,3.223,3.531,http://jurnal.ulb.ac.id/index.php/ecobisma/index
Retorik : jurnal ilmu humaniora,https://sinta.kemdiktisaintek.go.id/journals/profile/12833,1412-6931,2549-2225,General/Multidisciplinary,Universitas Sanata Dharma,S4,No,Yes,"0,18",5,115.0,129.0,https://e-journal.usd.ac.id/index.php/Retorik
Ge-STRAM.,https://sinta.kemdiktisaintek.go.id/journals/profile/6460,,2615-7195,General/Multidisciplinary,,S4,No,Yes,"0,18",4,36.0,36.0,http://ejournal.unitomo.ac.id/index.php/gestram/issue/archive
JKIE (Journal Knowledge Industrial Engineering),https://sinta.kemdiktisaintek.go.id/journals/profile/7671,2460-0113,2541-4461,Engineering & Computer Science,"Program Studi Teknik Industri, Universitas Yudharta, Pasuruan",S4,No,Yes,"0,18",12,669.0,793.0,https://jurnal.yudharta.ac.id/v2/index.php/jkie
JSAI (Journal Scientific and Applied Informatics).,https://sinta.kemdiktisaintek.go.id/journals/profile/5642,2614-3062,2614-3054,General/Multidisciplinary,Fakultas Teknik Universitas Muhammadiyah Bengkulu,S4,No,Yes,"0,17",18,1.485,1.591,http://jurnal.umb.ac.id/index.php/JSAI/index
